UniqueID ,Customer problems,Customer comments after the ticket is closed
250614.0007187,Khách hàng K có nhu cầu nạp tiền mà Google tự động thanh toán. Khách hàng muốn hủy thanh toán và nhận lại tiền ,Momo có thể giải quyết thêm K ạ. Khách hàng đã gửi yêu cầu hoàn tiền bên Google 
250614.0003786,Sáng giờ tôi chưa hề chuyển khoản gì hết Tại sao tài khoản tôi lại bị trừ tiền,Giải quyết lẹ cho tôi
250614.0008999,Nhờ team kiểm tra account ví momo của mình . Hơn 6 tháng nay mình không chuyển khoản hay thanh toán trên momo được chỉ có nhận tiền. Giống như bị khóa một chiều. Cảm ơn team,Mình check phần trợ năng hỗ trợ thì mình chỉ thấy live transribe mặc định của Samsung. Nhưng tính năng này đang off không sử dụng. Nên đề nghị team Momo unlock tài khoản giúp mình
250614.0001719,Mình thắc mắc về vấn đề lãi suất lúc vay chỉ 5% thôi mà giờ lãi lại tính từng ngày là sao qua 12.900k nay đã 13 triệu lẻ mấy chục r,Mình muốn hỏi là tiền lãi của mình là bao tiền 1 tháng ạ hay là sẽ tính 15k một ngày tại vì như mấy hôn gần đây mình thấy mỗi ngày sẽ tăng lên 15k trong khi mình không hề trả chậm thậm chí còn trả trước 
250614.0010003,sao xác thưcj rồi mà ko đc,Liên kết ngân hàng ko đc
250614.0009651,"Nội dung KH: hoàn tiền dịch vụ 
 Hỗ trợ thêm từ: 250614.0008926","tiền chưa về 
"
250614.0006982,"Hủy giao dịch này vì tôi không gia hạn gói này
",Rất tốt 
250614.0007029,"Nội dung KH: Tôi cần hỗ trợ hoàn tiền 

 Hỗ trợ thêm từ: 250610.0014054","Chưa được hoàn tiền
"
250614.0009071,Hoàn tiền lại tôi nhấn nhằm,Không hài
250614.0000586,tôi cần tiền điều trị cho con ,tôi vẫn chưa nhận lại số tiền bị chuyển nhầm và ko liên hệ được người nhận
250614.0010412,"Nội dung KH: 57,000 cho hóa đơn này đã được chuyển thêm cho tài khoản người nhận từ TK khác, do đó câng hoàn 57,000 này về ví momo người gửi
 Hỗ trợ thêm từ: 250614.0005453","Nếu  MoMo thông tin TK người nhận đã nhận được tiền, vui lòng cung cấp hình ảnh TK người nhận đã nhận được tiền để có thể trao đổi người nhận
Thông tin hình ảnh dẫn chứng vui lòng thể hiện đúng thời gian + số tiền mà TK người nhận đã nhận được"
250614.0009571,Được ngân hàng TPbank duyệt hạn mức 20.000.000 sau đó báo không thành công,Momo hỗ trợ rất nhiệt tình .Tôi rất hài lòng.
250614.0010973,Khoản vay a chưa đc duyệt a muốn huỷ khoản vay thì huỷ kiểu gì vậy,Cần hộ trợ trực tiếp
250602.0006997,"Tôi không cố ý đăng kí , tôi chỉ bấm nhầm và quên huỷ gói đăng kí. Mong momo xem xét và hoàn tiền lại giúp tôi",Em cảm ơn bên momo nhiều vì đã giải quyết sớm vấn đề giúp em 
250602.0000669,Sao bi rut tiên trong tai khoan ngân hàng tôi ko làm,"Tôi đã phản anh việc trừ tiền của tôi trên goole họ ko trả tôi, giờ tôi hỏi momo bạn liên kết thẻ của tôi , mà sao ko ko sự hay một mã giao dich chuyển tiền của tôi mà lai trừ tôi, giờ tôi nên tin tưởng sư chuyên nghiệp của máy bạn làm tôi nhu vậy ko"
250602.0011496,"sao lại sử dụng vts ko đc
",chưa được hoàn tiền
250602.0001341,"Tôi đặt vé máy bay không được,nhưng vẫn bị trừ tiền trong ví môn","Xử lý mà giao dịch gì gì đâu,không phải mà giao dịch tôi yêu cầu."
250602.0005436,Yêu cầu kiểm tra lại. Tôi thường thanh toán qua ngân hàng VCB luôn đúng như trên hoá đơn. Giờ chuyển sang app momo. Thì phát sinh thêm khoản tiền kia là sao?,Tôi không hiểu tiền đóng cắt 105.840 vnd là tiền gì. Trước giờ tôi chỉ trả hoá đơn tiền điện. Qua app momo lại trả thêm tiền đóng cắt. 
250602.0001442,Cho mih nhan lai 200n,Van tien chuwa ve
250602.0012117,Cách coi được tổng tiền đã đóng vào quỹ nhóm,Phản hồi hơi lâu
250602.0011211,"Em thanh toán tiền qua momo, ví trả sau đặt ở sau cùng, các giao dịch trc và sau đều dc thanh toán qua mb bank, nhưng tự nhiên giao dịch này bị app tự động thanh toán bằng ví trả sau, làm em bị trừ 30k tiền phí dù k sử dụng, đây k phải lần đầu gặp trg hợp tương tự, mong dc giải quyết hợp lý","vô lý, tại sao rõ ràng vừa 2p trước dùng nguồn tiền bằng mb bank mà giao dịch sau lại nói mb bank không hỗ trợ nên dùng nguồn tiền tiếp theo, thêm vào đó nguồn tiền tiếp theo là các quỹ nhóm sao k rút mà lại cố tình sử dụng ví trả sau?"
250602.0007617,"Nội dung KH: Bên kia chua nhận đc
 Hỗ trợ thêm từ: 250602.0001199","Bên kia chưa nhận 
"
250602.0009812,số tk ngân hàng của mình VPBank 0562943583 mình cảm ơn,mình phản hồi là chuyển nhầm số tiền 380.000 nghìn từn vímomo chuyển nhầm vào số tk tên VO THANH BAC  ngân hàng OCB
250602.0001287,"Nội dung KH: Tôi muốn vay nhanh tiền mặt mong bên MoMo giúp do giùm cảm ơn 
 Hỗ trợ thêm từ: 250601.0006813",Mong MoMo giải quyết khoản vậy nhanh cho tôi cảm ơn 
250602.0012163,Em định đặt vé phim này nhưng bị nhầm suất chiếu nên em muốn hoàn vé lại ạ,Mình cảm ơn MoMo đã giúp mình trong mấy ngày qua. Dù kết quả không thành công nhưng mình không thấy buồn phiền gì đâu ạ.
250602.0003029,Rút tiền từ ngân hàng về .. ngân hàng đã trừ tiền mà bên momo k nhận được tiền ,Mình đã cung cấp tất cả những hình ảnh mà bên momo đã yêu cầu.. nhưng mình chưa nhận đc số tiền hoàn trả từ ngân hàng về momo 
250602.0012257,Toi đã ck va xac nhan thanh cong nhung người nhan van k nhan đuoc..hom nay hơn 2 ngay ma van chua đuoc hoan tien ve tai khoan,Văn chua nhận đuoc tiền hoàn trả 
250602.0007961,"Tôi muốn xuất hoá đơn vé máy bay này, vì không biết có thể xuất hd trực tiếp trên momo nên mình đã nhập thông tin xuất hd trên web của bamboo, tuy nhiên khi mình liên lạc thì lại nhắn mình liên hệ với momo để được hỗ trợ 🥲 kb các bạn có thể hỗ trợ mình dc không? hoặc liên hệ với mình qua mail nhanthanhle1902@gmail.com ","Mã giao dịch 88092152838
Số điện thoại ví Momo phát sinh giao dịch: 0915628438
MST: 4500644987
Tên công ty: Công ty TNHH Điện gió GCL Palatial (Ninh Thuận) 
Địa chỉ: Thôn Lạc Tiến, xã Phước Minh, huyện Thuận Nam, tỉnh Ninh Thuận, Việt Nam.
Tên người mua: Wang Tong & Huang YueYuan 
Địa chỉ email KH: nhanthanhle1902@gmail.com
Mã đặt chỗ: 88774340626"
250602.0005241,"Nội dung KH: Em đóng tài khoan giup c
 Hỗ trợ thêm từ: 250601.0005578","C muốn đóng stk momo phụ này:
0904972637
Pham NGUYEN HONG VAN"
250602.0004703,Hủy thông tin chủ cũ,Vẫn chưa được và đang chờ giải quyết
250602.0004692,Hủy thông tin chủ cũ,Chưa được giải quyết xong nên sẽ không đánh giá
250602.0008644,Đã chuyển tiền thành công nhưng người nhận chưa nhận được tiền ,Vẫn chưa giải quyết xong
250602.0011462,Chuyên tiền r chưa thấy công điểm vào tk,Yêu cầu hoàn lại tiền chưa được giải quyết 
250602.0009318,"Nội dung KH: mong momo hỗ trợ mình với ạ
 Hỗ trợ thêm từ: 250601.0008333",  mình hài lòng với cách giải quyết của momo
250602.0009817,tôi muốn hủy gói trả góp 12 tháng ở ví trả sau,đợi phản hồi quá lâu
250603.0003186,"Nội dung KH: Tôi bị trừ điểm tin cậy không rõ lý do trong ... 06 ... 2025 mong mo mo xem xét lại điểm tin cậy cho tôi 
 Hỗ trợ thêm từ: 250603.0003122",Tôi rất hài lòng mo mo xem xét giải quyết rất nhanh khoảng hồi của khách hàng . tôi sẽ giới thiệu bạn bè sài dịch vụ của mo mo
250603.0004822,Điểm tin cậy tháng 5 534.tới tháng 6 tại sao  còn lại chỉ 516.tôi không có đóng trễ hạn gì hết.có thể là do lần rồi momo lỗi tôi đóng tiền rồi mà app momo báo là trễ hạn nên tôi bị hạ điểm tin cậy,Dịch vụ giải quyết khiếu nại nhanh
250603.0000374,Chuyển lộn giao dịch này,"Tui sài áp này cũng 1 năm thấy gất ok nhe 
"
250603.0002613,"Nội dung KH: E chưa nhận đc tokens thì phải làm sao ạ 
 Hỗ trợ thêm từ: 250601.0007174","Mất tiền mà hài lòng sao đc 
"
250603.0019728,"Nội dung KH: Nhưng trừ tiền từ ngân hàng của em
 Hỗ trợ thêm từ: 250602.0005372","Đã xử lý , nhưng tiền em vẫn chưa được hoàn ạ"
250603.0010018,Chưa nhận được tiền hoàn do thanh toán thất bại,Ok
250603.0014829,"Thất bại nhưng sao ko hoàn tiền lại ạ
","Tôi vẫn chưa nhận được tiền, đã vậy tiền ngân hàng khác chuyển vào tôi cũng ko nhận được"
250603.0010094,"Nạp vào 300k thanh toán nhung thất bạn mà ví vẫn trừ tiền 
",Chưa thấy hồi tiền 300k vào ví momo 
250603.0010143,Giao dịch thất bại nhưng vẫn trừ tiền,Thanh toán không thành công nhưng vẫn giam tiền. 2 ngay Chưa trả
250603.0014038,Toi nap tien that bai nhung tien chua tra ve  tai khoan da bi tru,Vẫn bị treo tiền.từ hôm qua đến h
250603.0019387,"Thanh Toán không thành công như vẫn bị trừ tiền hiện tại chưa hoàn lại.
","
"
250603.0014093,Kiểm tra giúp em ạ,Chậm
250603.0015088,Thấi bại chưa được hoàn tiền,Dạ E vẩn chưa được hoàn tiền về ví ạ
250603.0015412,"89550032739,89550027403 2 mã hoá đơn này em không cần thanh toán ạ em chỉ thanh toán 1 đơn thôi
",tại sao lại tính thêm dư nợ vào ví trả sau?
250603.0015587,"Tôi có sử dụng ứng dụng Sendo và liên kết với Momo để thanh toán nhưng bị lỗi không thể thanh toán, mã giao dịch là: 89548807199, vui lòng xem lại và hoàn tiền lại cho tôi. Xin cảm ơn!",Ok
250603.0016638,Tụi chưa nha ạ lại đc tiền dao dịch thất bại  tiền vẫn chưa nhận lại,Em muốn nhận lại tiền để đóng tiền ạ trễ lắm rồi
250603.0019739,"Lúc khoản 17h ngày 03/06/2025 em có đi chuyến tàu metro từ ga Nhà Hát TP về ga Thủ Đức, em dùng phương thức thanh toán là QR của momo. Lúc thanh toán em đã thấy tiền được rút để thanh toán nên em nghĩ rằng đã thanh toán thành công, sau 5 tiếng kể từ lúc thanh toán em vẫn thấy vẫn còn tiền trong tài khoản, thì em có kiểm tra thì thấy thống báo thanh toán không thành công, nhờ a/c momo hỗ trợ em ạ!",Sau khi trao đổi với nhân viên hỗ trợ thì em đã hiểu rõ vấn đề và cách giải quyết.
250603.0003608,"Nội dung KH: Dạ em nhờ bộ phận hỗ trợ khoảng trừ tiền của em hoàn tiền lại ạ , bị trừ tiền mà Apple không chạy được quảng cáo ạ ,nhờ bộ phận kỹ thuật hỗ trợ thêm ạ , 
 Hỗ trợ thêm từ: 250601.0001293",Appp đã báo với tui không đủ điều khiển bị hoàn tiền là sao vậy ạ 
250603.0013941,nạp tiền đã trừ tiền trong ví momo nhưng giao dịch chạy quảng cáo không có tiền,Tiền trong ví Momo đã bih trừ khi nạp vào trình quảng cáo nhưng tiền đã không được cộng vào. Yêi cầu Momo liên hệ đối tác xử lý giúp mình. Thanks
250603.0013836,"
Tại sao đơn hàng huỷ nhưng trừ tiền thành công?
",Ủa sao tôi vẫn thấy đơn 101.000đ là giao dịch thành công? Ngoài ra tôi chưa thấy số tiền đang trong quá trình được hoàn trả
250603.0017248,"Thanh toán apple care ngày 2/6 thành công nhưng chưa được cập nhật lịch sử mua ở app store cũng như gói apple care
",Momo không hỗ trợ xem lỗi ở phía nào. Ở phía thanh toán hay phía apple
250603.0014668,Giao dịch nạp tiền từ tài khoản ngân hàng liên kết thất bại nhưng tài khoản ngân hàng bị trừ tiền nhưng giờ muốn sử dụng gấp thì làm sao để lấy lại tiền ạ,"Giải quyết vấn đề nhanh chóng 
"
250603.0011587,3 lần đều thất bại và đang xử lý dù đã bị trừ tiền,Ko quá hài lòng vì xử lý tình trạng khá lâu
250603.0017357,"tôi thanh toán bằng ví momo, và khi đó giao dịch đêt trạng thái""đang xử lí"" rất lâu, nên tôi đã thanh toán bằng tiền mặt với cửa hàng, tôi muốn huỷ giao dịch",Chưa nhận được tiền hoàn
250603.0018897,"Cửa hàng chưa nhận được tiền khi tôi thanh toán 
Nhờ huỷ và hoàn GD giúp tôi","Mình chưa thấy tiền của mình chuyển vào tài khoản momo
"
250603.0009804,"Tôi mua hàng giao dịch báo lỗi nên tôi đã đưa tiền mặt 12.000đ .hủy giao dịch giúp tôi.thanks
",Chưa tracking tiền hoàn từ Cycle K là ngày bao nhiêu 
250603.0011079,Bất quét lại mà thanh toán tiền mặt rồi ,Chưa hoàng tiền về 
250603.0011182,Tôi đã thanh toán vẫn bị nhắc nợ,Tôi vẫn bị nhắc nợ 
250603.0008627,"Đơn hàng này thành công hay ko ???
",Vẫn chưa hoàn tiền đơn hàng cho tôi 
250603.0009174,"Vui lòng kiểm tra mã giao dịch này, số tiền trong tài khoản ngân hàng của mình đã bị trừ nhưng không nhận được mã QR code. ","Vui lòng kiểm tra lại giao dịch giúp mình, hiện tại mình vẫn thấy vấn đề chưa được xử lý và hoàn tiền. Đã pass 4 ngày rồi ạ"
250603.0013301,"Tôi chuyển tiền bằng ví momo 3 lần nhưng không thành công và tôi đã thanh toán bằng phương thức khác, nên cần trợ giúp hoàn tiền lại
",Tiền vẫn bị tạm giữ đã hoàn về đâu từ 3/6-12/6 r gần 10 ngày chưa hoàn tiền
250603.0017652,"chuyển kh thành công vẫn trừ tiền tk là sao ạ?

",vẫn đang ở trang thái xử lí lỗi cả 6 đơn nhưng chỉ hoàn được một đơn? tôi muốn hoàn tiền vì chưa nhận lại được gì từ số tiền đã mất đó.
250603.0008009,"TK còn hơn 100.000, mua 2 vé Vietlot sao báo không đủ tiền mà đã trừ 20.600đ trong TK Momo",đã được hoàn tiền về lại tài khoản. cảm ơn đã hỗ trợ.
250603.0015251,"Lúc chiều thanh toán bằng cách quét mã QR nhưng mạng yếu thời gian xử lý quá lâu nên tôi đã trả bằng tiền mặt, nhưng bây giờ kiểm tra lại tài khoản thì tiền chưa được xử lý để hoàn lại.
",Hy vọng Momo thu ngắn thời gian hỗ trợ hơn
250603.0011348,"Tôi đã dùng nguồn tiền khác để thanh toán, hủy giao dịch này vào hoàn lại tiền vào momo cho t",Chưa được hoàn tiền
250603.0014871,"Tôi thanh toán gói plus chat gpt không thành công, xin hãy trả lại tiền nhanh nhất có thể",2 giao dịch mới giải quyết có 1 thì hài lòng cái gì
250603.0018887,"?????????????????????
",chưa giải quyết chưa hoàn tiền
250603.0000467,"Tiền khi nào hoàn về vậy
Anh ",Chưa thấy tiền hoàn về 
250603.0008919,"sao không chuyển được
",quá lâu
250603.0008549,Giao dịch đang xử lý,"Tuy đã, giải quyết xong nhưng mong đội ngũ chăm sóc khách hàng của momo, nên tích cực hỗ trợ và làm rõ vấn đề cho khách hàng
Việc để khách phải chủ động và không rõ ràng rất gây khó chịu
Mong không có lỗi phát sinh lớn sau này"
250603.0012901,lỗi k rút đc tiền?,Thi thoảng bị lỗi là tôi xoá app
250603.0006976,"Nội dung KH: Đổi suất 5h50 thành 15h50 
 Hỗ trợ thêm từ: 250603.0000936",Chậm chạp k hiệu quả. KH phải đến tận rạp giải quyết và vấn đề k đc giải quyết online 
250603.0016162,Muốn hủy Túi Thần Tải để kích hoạt lại ,Hỗ trợ nhiệt tình rất hài lòng
250603.0008016,Khoá số điện thoại cũ,Chưa thấy khoá tk cũ
250603.0016586,Huỷ ví 0349614414,Quên số đt mà giờ muốn huỷ không đc 
250603.0017373,"Hi, pertaining to this ticket ID: #250523.0002279. 
Can I confirm if 3 months multiple entry Visa acceptable for MoMo authentication?
Thanks.","This case haven’t resolved yet, but closed. I have to open a new conversation. #250606.0011054"
250603.0015058,"Đã bị trừ tiền 2 lần vào tài khoản mà chưa nhận được vật phẩm
",Tiền chưa hoàn về ví
250603.0000736,"Nội dung KH: Tôi chưa hề dùng thẻ , mới mua mà vào nạp lại không được
 Hỗ trợ thêm từ: 250531.0004151",Tôi chưa nhận được do thẻ đã dùng trước đó rồi
250603.0017308,"Sao lại có việc tự vào sử dụng và trừ tiền bên ví trả sau, trừ mà không cần xác nhận gì sao. Một tuần nay mình không vào và khi vào thì báo nợ vô lý vậy. Có thông tin người rút. Mà không làm gì được sao. Vậy có cần hỗ trợ của công an không
","Chưa giải quyết, tự động cho rút tiền giờ báo kiểu vấn đề này không thể giải quyết, ủa rồi cứ tự động rút rồi bắt tôi trả nợ sao mà được. Giải quyết giúp cho. Tên người nhận rồi thông tin rút có hết. Giải quyết cho tôi còn không lên gặp trực tiếp giải quyết. Không được nữa nhờ công an vào cuộc điều tra giúp"
250603.0004953,"muốn khoá  tài khoản momo củq sđt 0394269949 
","của tôi vẫn chưa đc khoá
"
250603.0001529,Tôi không thể vào băng king cập nhật sim chắc học tôi có thể cập nhật sinh chắc học từ momo được ko,"Tài khoản của tôi tại sao ko cho tôi sác nhậ 
"
250603.0015537,"Duyệt lâu quá ad ơi giúp em với ạ
",Hơi chậm tý nhm đã giải quyết dc r
250603.0004046,"Nội dung KH: Là sao đã giải quyết gì đâu ?
 Hỗ trợ thêm từ: 250601.0006078",Chưa giải quyết
250603.0019592,Tôi đã thanh toán bằng túi thần tài nhưng không nhận đc tiền hoàn 0.1% từ túi thần tài plus dù trước đó tôi đã mua quyền lợi túi thần tài,Mình đang hỏi chương trình hoàn 0.1% từ túi thần tài pluss á
250603.0018449,trừ tiền trong tài khoản liên kết với  ngân hàng. mà chủ tài khoản chính không hề hay biết về số tiền đã bị trừ. momo tự ý. khách hàng không có sự đồng ý và thao tác chuyển khoản ,Tiền chưa trả. Là chưa giải quyết. Momo. Phải có trách nhiệm về việc tự ý chuyển tiền trừ tiền này. Phải trả lại tiền cho tôi 
250603.0005029,"Nội dung KH: Rồi tui mất tiền oan àk khôg đc hoàn lại sao
 Hỗ trợ thêm từ: 250602.0002484",Kêu giải quyết mà khôg thấy hoàn lại đc 1 ngàn nào ai dám để tiền ở ví momo nữa sợ thật
250603.0019242,Cho em hỏi hạn mức ví trả sau của em là 10tr nhưng hiện h chỉ còn có 5tr mấy . Trong khi đã hoàn thành tất cả các thủ tục và đã thanh toán tất cả rồi ạ. ,"Bên chăm sóc khách hàng làm việc rất tốt , nói rõ và phân tích dễ hiểu . 10⭐️"
250603.0007779,C ko biêt co tơn phi á,E muốn huỷ trả góp nha c
250603.0011269,Hỡ chợ vay nhanh,"Chưa hỗ trợ vay nhanh 
"
250603.0007999,Rút tiền số dư cũ sang số điện thoại mới,Vẫn ko thấy tiền bên app chứng khoáng về gí
250603.0006847,"Nội dung KH: Tôi không đồng ý với lời giải thích từ MoMo. Tài khoản của tôi đã làm sinh trắc học từ rất lâu rồi. Có liên kết ngân hàng. Tôi toàn thanh toán qua ngân hàng. Tài khoản cũng xài được hơn chục năm. Tôi có hình ảnh chứng minh. MoMo ko thể biện 1 lý do vô căn cứ như vậy được
 Hỗ trợ thêm từ: 250531.0007146",Tôi đã chụp màn hình chứng minh là có làm sinh trắc học và có liên kết tài khoản ngân hàng. Nhưng Momo cố bỏ qua. Ko dám check. Vẫn bảo là không có. 
250603.0007017,mong mở lại dịch vụ ví trả sau để mình có thể tiếp tục sử dụng như trước,rất hài lòng 
250603.0017557,Lúc thanh toán momo đã báo không thành công nên tôi đã sử dụng hình thức thanh toán khác.,Giải thích ghi sai chính tả. Không có hướng giải quyết. Sau mấy ngày giờ kêu khách hàng tự đi kêu cửa hàng liên hệ momo ?
250603.0010908,"Tôi thanh toán nhưng báo đang chờ xử lí
",Trừ tiền mà chưa có sự xác nhận từ người dùng.làm ăn bố lão
250603.0008829,"ko thanh toán đc, yêu cầu huỷ thanh toán do đã thanh toán bằng hình thức khác
","xử lý quá lâu, vui lòng cải thiện để giải quyết nhanh hơn"
250603.0016657,Tôi đã thanh toán bằng tiền mặt,Quá lâu
250603.0020122,tôi cần được chuyển từ ví cũ qua ví mới tôi không thể gửi ảnh lên momo,mãi mà vấn đề chưa được giải quyết
250603.0019398,"Tôi chuyển tiền thì thấy phía momo đã trừ tiền nhưng bên nhận tiền thì chưa vào, mong momo xử lý giúp mình","Bên phía nhận tiền zalopay phản hồi mình như thế này, bên zalopay cũng chưa nhận được tiền khi mình chuyển bằng momo, giờ momo trả lời như vậy, vậy là mình mất 280k à, mong momo tra soát kỹ lại một lần nữa giao dịch này, mình thật sự hoang mang khi cả bên momo và zalopay nói như vậy, 280k của mình đã đi đâu??"
250603.0019662,Không nhận được tiền dù đã chuyển,Chuyển tiên nhưng người nhận không nhận được tiền
250603.0019413,Thông báo chuyển thành công bên kia chưa nhận được tiền ,Cuối cùng tiền mình bên nào giải quyết để tiền về tài khoản 
250603.0019867,"bên ngân hàng kia chưa nhận được tiền giao dịch
",lỗi kh nhận được tiền
250603.0017911,Khách hàng chuyển khoảng 1105000 từ ngày 8/5 nhưng chưa nhận được ,"Khách hàng ck từ ngày 8/5 số tiền 1105000 nhưng chưa nhận được , khách đã báo ngân hàng của khách xác nhận đã chuyển , lỗi nằm bên momo nhưng mình không liên hệ được nhân viên hỗ trợ nào nhanh nhất có thể ? Không biết giải quyết vấn đề ở đâu ? Làm sao lấy lại được tiền? Đề nghị liên hệ qua sđt cho mình "
250603.0015684,Kiểm tra giúp dùm hai ngày nay không thấy bước chân,Tự tìm hiểu và làm  chứ MoMo có giải quyết được gì đâu.. MoMo bỏ con giữa chợ…?
250615.0000681,Thanh toán không thành công từ 3/6 tới giờ vẫn chưa hoàn tiền. Gửi yêu cầu hỗ trợ lần thứ 3 rồi,Là giờ phải liên hệ chỗ nào để được giải quyết ạ
250615.0008404,Ngày 13/6 tôi đã chuyển 70tr từ tài khoản ngân hàng vietcombank vào tài khoản momo. Dù tài khoản ngân hàng đã trừ tiền nhưng tài khoản momo vẫn chưa nhận được.,Cảm ơn bộ phận CSKH đã hỗ trợ mình.
250615.0008347,ngyuen Xuan cuong ,038093023086
250615.0003869,Tôi nhậ được thông báo thanh toán tiktok trong khi tôi không thực hiện giao dịch nao,Các bạn chỉ cố đổ lỗi cho tôi. Không phải la thứ tôi mong muốn nhận lại . Tôi là người mất tiền không phải các bạn. Du sao tôi cung không tin tưởng mà để hết tien trong momo nua 
250615.0001939,"Giúp hoàn trả lại tiền,đối với tôi số tiền quá lớn",Rất hài lòng cảm ơn momo nhé
250615.0000239,"dù đã nhận tin nhắn đăng ký nhưng ko ngày nào có dung lượng 1gb/ ngày như trên gói cước 
","dù gửi TRACUU cho 900 vẫn thông báo là ko tham gia gói khuyến mãi, vậy là đã giải quyết chưa ?"
250615.0000373,khong quet dc,Tit
250615.0003232,"Nội dung KH: Sao nói kiểm tra gọi lại không thấy gọi
 Hỗ trợ thêm từ: 250615.0003153",Đề nghị tổng đài gọi lại số 0799839537 để giải quyết vấn đề.chờ quá lâu từ sáng tới giờ
250615.0003178,không đồng bộ được bước chân,Vẫn chưa giải quyết được vấn đề
250615.0010154,"Em cần xem xét lại nguồn chuyển và nguồn tới từ giao dịch này, ví đó là ví gì. Trong khi đó em k giao dịch. Nếu em đủ tiền trong tài khoản thì có thể mất r ạ. Mong anh chị gửi em chi tiết hơn về giao dịch này với ạ. Em sợ bị lừa đaot và lộ thông tin",Ghi rất nhiều nhưng không đúng trọng tâm. Bây giờ dù làm đủ hết nhưng mà nó vẫn hiện và tần suất rất nhiều 
250615.0010091,Tôi cần hỗ trợ về khoản vay nhanh ,Tôi cần hỗ trợ gói vay nhanh
250615.0001312,Tôi đã nhận được email yêu cầu sao ke lịch sử giao dịch nhưng không mở tệp ra được. Bạn hỗ trợ gửi lại dùm,"Tôi vẫn chưa có nhận được lịch sử giao dịch từ 17/2/2023 đến 31/5/2025
Dù đã nhờ rất nhiều lần"
250615.0000196,"Tôi là hành khách trên chuyến bay VJ620 của Vietjet Air, hành trình từ TP. Hồ Chí Minh đến Đà Nẵng, khởi hành vào lúc 21h15 ngày 11/06/2025 (sau đó bị delay đến 22h10 mới cất cánh).Tuy nhiên, chuyến bay đã không thể hạ cánh tại Đà Nẵng do điều kiện thời tiết xấu và đã quay trở lại TP. Hồ Chí Minh. Sau đó tôi đã gửi email cho Vietjet và được bảo lưu định danh. Đề nghị Momo hướng dẫn thêm cho tôi.",Tôi muốn sử dụng vé bảo lưu định danh thì làm như thế nào???? Chưa trả lời vấn đề này của tôi!!!!
250615.0007973,"I remembered that I cancelled Standard organizer subscription right after I clicked trial but how come it charged renewal of 799,000 vnd 6 hours ago.
I didnt notice it until my Momo app integrated sent a notification of the billing. I haven't used any function or benefit from it. The transaction ID is 90900352011 with order of Apple Service ML9V775DH.
I have just submited a refund request to Apple","The Customer support is timely, and send me full details of my case. 

Also the refund happened very fast without any hassle even with the third party like Apple. They guided followup actions so that I dont get auto deducted on renewal again with specific guidance link. Im happy with the each by each response. "
250615.0002718,em ơi cái tên trong momo a k đúng k xác minh tk đc,không giải quyết đc vấn đề
250615.0007033,"Nội dung KH: Hiện tại đang báo như vậy nên muốn làm rỏ kết quả luôn để tránh phát sinh sau này
 Hỗ trợ thêm từ: 250614.0001207",Vấn đề vẫn chưa được giải quyết
250615.0000897,"Nhấn nút đồng bộ nhưng vẫn vậy, mất chuỗi hằng ngày luôn 🙂. ",Ok
250615.0003313,lần nào cũng không đồng bộ bước chân toàn lm mất chuỗi ngày thôi momo dạo lm ăn chán lắm rồi nha ,Momo chưa bù lương thực và heo vàng trong những ngày lỗi đồng bộ cho tôi.
250611.0012889,"[Quan trọng]
  Tôi đã chuyển 75 triệu vào túi thần tài nhưng đến nay vẫn chưa nhận được tiền vào tài khoản? Đã đính kèm ảnh chuyển khoản, vui lòng kiểm tra nhanh nhất có thể, mình đang cần dùng gấp",Vậy thì tiền lời các ngày không nhận được tiền của mình thì sao?
250611.0000191,Nạp tiền từ tk vào ví nhưng chưa nhận đc,3 bên đều chưa nhận hồi âm
250611.0002403,"Huỷ yêu cầu, đã liên hệ với bên nhận tiền",Tôi đã tự giải quyếy được. Cảm ơn momo
250611.0009498,"Giao dịch này để mua dịch vụ 30.000đ và đã thu tiền và tôi đã k nhận đcj dịch vụ ( ví Trả Sau trcs giao dịch : 25x.xxxđ và sau giao dịch này là : 22x.xxxđ , số liệu này đã đcj lưu tại máy chủ của Momo ) ,",Tôi k nhận các cuộc gọi vì k nhận dạng đcj chủ gọi . Tôi chỉ nhấp nhận e-mail !
250611.0012951,Mình có giao dịch thanh toán hoá đơn điện và không may thanh toán 2 lần trên 1 mã 90508602094 cho mình hỏi liệu có được hoàn lại tiền không ạ,Mình vẫn chưa thấy hoàn tiền lại ạ
250611.0009198,Thanh toán cước nhầm sdt,Tôi thanh toán nhầm tiền cước cho số điện khác. Nhưng yêu cầu thu hồi lại thì không được
250611.0000811,Sao lại không được ,Chưa thấy tiền về 
250611.0012446,Tôi muốn huỷ giao dịch thanh toán bảo hiểm y tế ,Tôi có nêu vấn đề gì liên quan đến FE đâu?
250611.0004338,không giao dịch được,alo
250611.0013116,Tôi gọi lên tổng đài viên . Hỗ trợ mở khoá các ví ra . Ví momoo..thần tài . Bị khoá … ,Cần hỗ trợ mở ví momo đang bị khoá
250611.0003462,quét mã không được ,Chưa giải quyết 
250611.0009804,không in được biên lai giao dịch,chưa nhận được biên lai
250611.0010044,"giới thiệu nhận quà đã 2 ngày mà chưa trả thưởng
",bấm link nhưng không được vẫn khó hiểu😭
